Name,circuitname,avg_position,avg_points,dnf_rate
max verstappen,circuit park zandvoort,1.25,23.5,0.0
max verstappen,losail international circuit,1.3333333333333333,23.333333333333332,0.0
max verstappen,miami international autodrome,1.3333333333333333,23.333333333333332,0.0
