circuitId,constructorId,avg_lap_time,total_laps,name_circuit,name_constructor
21,6,89704.5751901697,1709,autodromo enzo e dino ferrari,ferrari
21,5,89785.60655737705,122,autodromo enzo e dino ferrari,toro rosso
21,1,89897.32670283303,1659,autodromo enzo e dino ferrari,mclaren
21,17,90327.26621923938,894,autodromo enzo e dino ferrari,jordan
21,131,90452.56382978724,470,autodromo enzo e dino ferrari,mercedes
21,9,91370.53780313837,701,autodromo enzo e dino ferrari,red bull
21,22,91957.37574552684,503,autodromo enzo e dino ferrari,benetton
21,13,92074.36666666667,60,autodromo enzo e dino ferrari,mf1
21,21,92495.69882352941,425,autodromo enzo e dino ferrari,arrows
21,20,92642.68786127168,346,autodromo enzo e dino ferrari,prost
21,24,92736.58385093168,161,autodromo enzo e dino ferrari,stewart
21,25,93121.22826086957,276,autodromo enzo e dino ferrari,tyrrell
21,18,93324.11363636363,704,autodromo enzo e dino ferrari,minardi
21,27,93331.18103448275,116,autodromo enzo e dino ferrari,ligier
21,29,93733.78205128205,78,autodromo enzo e dino ferrari,footwork
21,210,94499.38461538461,481,autodromo enzo e dino ferrari,haas f1 team
21,117,96863.34491978609,374,autodromo enzo e dino ferrari,aston martin
21,51,97293.10372340426,376,autodromo enzo e dino ferrari,alfa romeo
21,28,97808.57627118644,59,autodromo enzo e dino ferrari,forti
21,214,98964.92767295598,318,autodromo enzo e dino ferrari,alpine f1 team
21,213,99211.85093167702,322,autodromo enzo e dino ferrari,alphatauri
21,8,107103.6119402985,67,autodromo enzo e dino ferrari,super aguri
22,11,96562.84761904762,105,suzuka circuit,honda
22,211,96701.61764705883,102,suzuka circuit,racing point
22,2,98311.43867924529,212,suzuka circuit,bmw sauber
22,14,99066.98591549296,71,suzuka circuit,spyker mf1
22,7,99136.86307053942,482,suzuka circuit,toyota
22,4,99707.94491129785,1071,suzuka circuit,renault
22,8,99794.35294117648,102,suzuka circuit,super aguri
22,23,100216.99056603774,106,suzuka circuit,brawn
22,19,100908.09297052154,441,suzuka circuit,jaguar
22,16,102149.68325791856,663,suzuka circuit,bar
22,17,103277.01039260969,866,suzuka circuit,jordan
22,209,103395.44390243903,205,suzuka circuit,manor marussia
22,6,103404.45749342682,2282,suzuka circuit,ferrari
22,22,104500.85557586838,547,suzuka circuit,benetton
22,3,105025.39272559853,2172,suzuka circuit,williams
22,1,105091.97369502671,2433,suzuka circuit,mclaren
22,5,105132.47194112235,1087,suzuka circuit,toro rosso
22,18,105619.0349127182,802,suzuka circuit,minardi
22,20,105783.42469879518,332,suzuka circuit,prost
22,205,105785.26315789473,209,suzuka circuit,lotus
22,21,105861.06631299735,377,suzuka circuit,arrows
22,10,106039.72057318321,977,suzuka circuit,force india
22,24,106455.59119496855,159,suzuka circuit,stewart
22,15,107232.48363009765,1741,suzuka circuit,sauber
22,25,107469.2568306011,183,suzuka circuit,tyrrell
22,164,107652.91608391609,286,suzuka circuit,hrt
22,166,108001.8366013072,153,suzuka circuit,virgin
22,131,108432.81047381547,1203,suzuka circuit,mercedes
22,9,108599.91486574983,1527,suzuka circuit,red bull
22,27,108765.0923076923,65,suzuka circuit,ligier
22,210,109439.00470219436,638,suzuka circuit,haas f1 team
22,51,110647.02304147465,217,suzuka circuit,alfa romeo
22,29,111062.80198019803,101,suzuka circuit,footwork
22,208,112737.30845771145,402,suzuka circuit,lotus f1
22,213,115597.51875,160,suzuka circuit,alphatauri
22,214,121793.56015037594,266,suzuka circuit,alpine f1 team
22,207,122729.52066115703,242,suzuka circuit,caterham
22,206,124184.34666666666,225,suzuka circuit,marussia
22,117,124433.1452991453,234,suzuka circuit,aston martin
22,215,132022.46153846153,52,suzuka circuit,rb f1 team
24,215,91830.16071428571,112,yas marina circuit,rb f1 team
24,117,92263.36796536797,462,yas marina circuit,aston martin
24,214,92279.6550925926,432,yas marina circuit,alpine f1 team
24,213,95839.98684210527,456,yas marina circuit,alphatauri
24,51,98503.18687872763,503,yas marina circuit,alfa romeo
24,210,101473.1263269639,942,yas marina circuit,haas f1 team
24,131,102626.38864071474,1567,yas marina circuit,mercedes
24,23,102982.09090909091,110,yas marina circuit,brawn
24,7,103177.60909090909,110,yas marina circuit,toyota
24,2,103284.1909090909,110,yas marina circuit,bmw sauber
24,9,103380.58725247525,1616,yas marina circuit,red bull
24,6,103450.52455228192,1731,yas marina circuit,ferrari
24,1,103840.09337349398,1660,yas marina circuit,mclaren
24,3,104980.72948328267,1645,yas marina circuit,williams
24,211,106345.46296296296,162,yas marina circuit,racing point
24,4,107176.1932885906,745,yas marina circuit,renault
24,10,108365.73108384458,978,yas marina circuit,force india
24,15,108699.17294685991,1035,yas marina circuit,sauber
24,5,109478.81311154598,1022,yas marina circuit,toro rosso
24,208,111506.24468085106,282,yas marina circuit,lotus f1
24,209,111648.25821596244,213,yas marina circuit,manor marussia
24,205,111943.18396226416,212,yas marina circuit,lotus
24,166,112926.77844311377,167,yas marina circuit,virgin
24,207,113021.46496815287,314,yas marina circuit,caterham
24,164,113550.56505576208,269,yas marina circuit,hrt
24,206,114394.92574257425,202,yas marina circuit,marussia
25,1,93303.04560260587,307,autódromo juan y oscar gálvez,mclaren
25,6,93806.7874251497,334,autódromo juan y oscar gálvez,ferrari
25,22,93917.30048076923,416,autódromo juan y oscar gálvez,benetton
25,3,94538.18023255814,344,autódromo juan y oscar gálvez,williams
25,20,94821.79207920792,202,autódromo juan y oscar gálvez,prost
25,15,95252.05337078651,356,autódromo juan y oscar gálvez,sauber
25,24,95492.05649717514,177,autódromo juan y oscar gálvez,stewart
25,17,95536.17966101695,295,autódromo juan y oscar gálvez,jordan
25,27,96445.47524752475,101,autódromo juan y oscar gálvez,ligier
25,29,96841.47916666667,96,autódromo juan y oscar gálvez,footwork
25,18,96975.72756410256,312,autódromo juan y oscar gálvez,minardi
25,21,97183.73684210527,114,autódromo juan y oscar gálvez,arrows
25,25,99019.43037974683,316,autódromo juan y oscar gálvez,tyrrell
25,28,100052.16129032258,93,autódromo juan y oscar gálvez,forti
26,6,85962.47413793103,116,circuito de jerez,ferrari
26,1,86066.64492753622,138,circuito de jerez,mclaren
26,3,86100.59420289854,138,circuito de jerez,williams
26,22,86827.78832116789,137,circuito de jerez,benetton
26,21,86882.62068965517,58,circuito de jerez,arrows
26,20,87107.98550724638,138,circuito de jerez,prost
26,24,87290.53535353535,99,circuito de jerez,stewart
26,15,87564.57664233577,137,circuito de jerez,sauber
26,17,87704.34821428571,112,circuito de jerez,jordan
26,25,87950.11029411765,136,circuito de jerez,tyrrell
26,18,88261.75,136,circuito de jerez,minardi
27,3,86184.25714285714,140,autódromo do estoril,williams
27,6,87049.88571428572,140,autódromo do estoril,ferrari
27,22,87100.57142857143,140,autódromo do estoril,benetton
27,15,88049.46376811594,138,autódromo do estoril,sauber
27,17,88064.82727272727,110,autódromo do estoril,jordan
27,25,88674.36496350366,137,autódromo do estoril,tyrrell
27,1,89021.45833333333,120,autódromo do estoril,mclaren
27,27,89134.3652173913,115,autódromo do estoril,ligier
27,29,89563.00877192983,114,autódromo do estoril,footwork
27,18,93066.02307692308,130,autódromo do estoril,minardi
32,211,83148.4964539007,141,autódromo hermanos rodríguez,racing point
32,4,85113.97830802602,461,autódromo hermanos rodríguez,renault
32,9,85566.67550839964,1131,autódromo hermanos rodríguez,red bull
32,10,85639.51224105462,531,autódromo hermanos rodríguez,force india
32,5,85721.81060606061,660,autódromo hermanos rodríguez,toro rosso
32,6,86408.25953565506,1206,autódromo hermanos rodríguez,ferrari
32,15,86500.88656716418,670,autódromo hermanos rodríguez,sauber
32,131,86579.64521193093,1274,autódromo hermanos rodríguez,mercedes
32,208,87229.21126760563,142,autódromo hermanos rodríguez,lotus f1
32,210,87253.86169154229,1005,autódromo hermanos rodríguez,haas f1 team
32,215,87432.37142857142,70,autódromo hermanos rodríguez,rb f1 team
32,1,87861.75858951175,1106,autódromo hermanos rodríguez,mclaren
32,3,88021.20454545454,1188,autódromo hermanos rodríguez,williams
32,209,88904.75845410628,207,autódromo hermanos rodríguez,manor marussia
32,51,89946.43818181819,550,autódromo hermanos rodríguez,alfa romeo
32,214,90517.6954954955,555,autódromo hermanos rodríguez,alpine f1 team
32,117,91969.4570230608,477,autódromo hermanos rodríguez,aston martin
32,213,93231.81381381382,333,autódromo hermanos rodríguez,alphatauri
34,211,97955.75,104,circuit paul ricard,racing point
34,131,100009.9575471698,424,circuit paul ricard,mercedes
34,9,100189.13947990544,423,circuit paul ricard,red bull
34,6,100419.75968992247,387,circuit paul ricard,ferrari
34,5,100493.07051282052,156,circuit paul ricard,toro rosso
34,4,100767.43333333333,210,circuit paul ricard,renault
34,51,101065.50324675324,308,circuit paul ricard,alfa romeo
34,1,101431.00954653938,419,circuit paul ricard,mclaren
34,214,101831.34597156398,211,circuit paul ricard,alpine f1 team
34,213,101844.53714285714,175,circuit paul ricard,alphatauri
34,117,101860.46698113208,212,circuit paul ricard,aston martin
34,210,102109.85316455696,395,circuit paul ricard,haas f1 team
34,3,102529.57644110276,399,circuit paul ricard,williams
34,15,104419.86666666667,105,circuit paul ricard,sauber
34,10,108266.74074074074,27,circuit paul ricard,force india
35,208,109388.20909090909,220,korean international circuit,lotus f1
35,207,111142.3623853211,218,korean international circuit,caterham
35,206,111485.64516129032,217,korean international circuit,marussia
35,6,127492.48409090909,440,korean international circuit,ferrari
35,9,129215.54010695187,374,korean international circuit,red bull
35,5,129217.36829268292,410,korean international circuit,toro rosso
35,10,129921.7670886076,395,korean international circuit,force india
35,3,130090.6843373494,415,korean international circuit,williams
35,1,130962.13246753247,385,korean international circuit,mclaren
35,15,131154.31328320803,399,korean international circuit,sauber
35,131,135301.97411003237,309,korean international circuit,mercedes
35,164,141594.2669039146,281,korean international circuit,hrt
35,205,153899.2192513369,187,korean international circuit,lotus
35,166,158219.74390243902,164,korean international circuit,virgin
35,4,159461.33536585365,164,korean international circuit,renault
39,215,77304.58450704225,142,circuit park zandvoort,rb f1 team
39,15,78073.60714285714,140,circuit park zandvoort,sauber
39,6,84151.69981583794,543,circuit park zandvoort,ferrari
39,3,85292.72549019608,510,circuit park zandvoort,williams
39,51,87400.33333333333,399,circuit park zandvoort,alfa romeo
39,9,88226.00695652174,575,circuit park zandvoort,red bull
39,131,88287.94097222222,576,circuit park zandvoort,mercedes
39,1,88549.9512195122,574,circuit park zandvoort,mclaren
39,214,88831.27972027972,572,circuit park zandvoort,alpine f1 team
39,117,89025.62456140351,570,circuit park zandvoort,aston martin
39,210,90190.72037037037,540,circuit park zandvoort,haas f1 team
39,213,94844.56613756614,378,circuit park zandvoort,alphatauri
68,9,91235.05014749263,339,buddh international circuit,red bull
68,1,91744.05292479109,359,buddh international circuit,mclaren
68,6,91952.35542168675,332,buddh international circuit,ferrari
68,208,92062.8,240,buddh international circuit,lotus f1
68,131,92294.26197183099,355,buddh international circuit,mercedes
68,10,92543.79888268157,358,buddh international circuit,force india
68,4,92872.24576271187,118,buddh international circuit,renault
68,5,92934.91900311527,321,buddh international circuit,toro rosso
68,3,93246.63311688312,308,buddh international circuit,williams
68,15,93268.82142857143,252,buddh international circuit,sauber
68,206,94532.1373390558,233,buddh international circuit,marussia
68,207,95218.22077922078,154,buddh international circuit,caterham
68,164,95802.70093457944,214,buddh international circuit,hrt
68,205,96460.92920353982,113,buddh international circuit,lotus
68,166,96559.96610169491,59,buddh international circuit,virgin
69,211,103017.54545454546,110,circuit of the americas,racing point
69,215,103541.01801801802,111,circuit of the americas,rb f1 team
69,4,104124.63265306123,392,circuit of the americas,renault
69,51,104840.16129032258,403,circuit of the americas,alfa romeo
69,6,105170.12352941177,1190,circuit of the americas,ferrari
69,117,105214.815920398,402,circuit of the americas,aston martin
69,131,105388.65295031056,1288,circuit of the americas,mercedes
69,210,105406.29150823828,789,circuit of the americas,haas f1 team
69,9,105540.93766011955,1171,circuit of the americas,red bull
69,214,106181.89037433155,374,circuit of the americas,alpine f1 team
69,3,106304.28314238953,1222,circuit of the americas,williams
69,1,106586.77943615257,1206,circuit of the americas,mclaren
69,213,106743.6301369863,292,circuit of the americas,alphatauri
69,5,107479.31952662722,845,circuit of the americas,toro rosso
69,10,107486.17870036101,554,circuit of the americas,force india
69,15,107680.14758620689,725,circuit of the americas,sauber
69,207,107903.26363636364,220,circuit of the americas,caterham
69,164,108027.8425925926,108,circuit of the americas,hrt
69,206,108277.68348623853,218,circuit of the americas,marussia
69,208,109307.12219451372,401,circuit of the americas,lotus f1
69,209,113333.69879518072,166,circuit of the americas,manor marussia
70,211,72052.35656836462,373,red bull ring,racing point
70,131,72270.2922990444,1779,red bull ring,mercedes
70,214,72278.92429022082,634,red bull ring,alpine f1 team
70,215,72339.78723404255,141,red bull ring,rb f1 team
70,117,72393.77318116976,701,red bull ring,aston martin
70,9,72450.99564134495,1606,red bull ring,red bull
70,210,72516.15233236151,1372,red bull ring,haas f1 team
70,51,72627.36514522822,964,red bull ring,alfa romeo
70,213,73379.76554404145,772,red bull ring,alphatauri
70,6,73470.11783827712,2461,red bull ring,ferrari
70,10,73716.07183908045,696,red bull ring,force india
70,1,73823.24833055092,2396,red bull ring,mclaren
70,5,73828.27786499215,637,red bull ring,toro rosso
70,4,74088.47587719298,912,red bull ring,renault
70,3,74588.1942951633,2419,red bull ring,williams
70,15,75129.19677419355,1550,red bull ring,sauber
70,16,76060.4,595,red bull ring,bar
70,20,76511.2752293578,545,red bull ring,prost
70,22,76666.52340425532,470,red bull ring,benetton
70,17,76675.10329341318,668,red bull ring,jordan
70,206,76763.9420289855,138,red bull ring,marussia
70,19,76895.22273781903,431,red bull ring,jaguar
70,207,77049.53623188406,138,red bull ring,caterham
70,209,77071.93301435407,209,red bull ring,manor marussia
70,24,77218.60726072607,303,red bull ring,stewart
70,208,77336.63265306123,245,red bull ring,lotus f1
70,21,77633.7261613692,409,red bull ring,arrows
70,25,78409.02688172043,186,red bull ring,tyrrell
70,18,78741.93002915452,686,red bull ring,minardi
70,7,78944.27777777778,216,red bull ring,toyota
71,131,104387.5825,800,sochi autodrom,mercedes
71,117,104661.47619047618,105,sochi autodrom,aston martin
71,10,104794.65871121718,419,sochi autodrom,force india
71,214,104886.34285714285,105,sochi autodrom,alpine f1 team
71,6,105081.04319371728,764,sochi autodrom,ferrari
71,4,105871.03619909502,442,sochi autodrom,renault
71,9,105957.88874841972,791,sochi autodrom,red bull
71,15,106004.35331905782,467,sochi autodrom,sauber
71,210,106013.90781563126,499,sochi autodrom,haas f1 team
71,3,106317.05121638924,781,sochi autodrom,williams
71,1,106346.1144414169,734,sochi autodrom,mclaren
71,213,106950.19523809524,210,sochi autodrom,alphatauri
71,211,107034.30817610063,159,sochi autodrom,racing point
71,51,107119.22857142857,315,sochi autodrom,alfa romeo
71,5,107630.11706349206,504,sochi autodrom,toro rosso
71,207,108559.125,72,sochi autodrom,caterham
71,208,109182.70238095238,168,sochi autodrom,lotus f1
71,209,112608.71428571429,154,sochi autodrom,manor marussia
71,206,115919.44444444444,9,sochi autodrom,marussia
73,211,109863.88235294117,102,baku city circuit,racing point
73,215,113039.46153846153,65,baku city circuit,rb f1 team
73,209,113765.07954545454,88,baku city circuit,manor marussia
73,9,116544.96174863388,732,baku city circuit,red bull
73,117,117343.704,375,baku city circuit,aston martin
73,214,118333.4373259053,359,baku city circuit,alpine f1 team
73,3,121151.43698630137,730,baku city circuit,williams
73,131,122057.51045510455,813,baku city circuit,mercedes
73,4,122079.92307692308,273,baku city circuit,renault
73,5,122116.63829787234,282,baku city circuit,toro rosso
73,1,122837.06691449814,807,baku city circuit,mclaren
73,6,123223.14673913043,736,baku city circuit,ferrari
73,15,123601.9037037037,405,baku city circuit,sauber
73,210,123673.32161458333,768,baku city circuit,haas f1 team
73,51,124765.96952908587,361,baku city circuit,alfa romeo
73,10,128675.07407407407,243,baku city circuit,force india
73,213,129514.04562737643,263,baku city circuit,alphatauri
75,4,83366.21538461538,130,autódromo internacional do algarve,renault
75,131,84074.31818181818,264,autódromo internacional do algarve,mercedes
75,211,84236.04310344828,116,autódromo internacional do algarve,racing point
75,9,84700.0380228137,263,autódromo internacional do algarve,red bull
75,51,85012.58673469388,196,autódromo internacional do algarve,alfa romeo
75,6,85019.04562737643,263,autódromo internacional do algarve,ferrari
75,1,85237.7786259542,262,autódromo internacional do algarve,mclaren
75,213,85717.13076923077,260,autódromo internacional do algarve,alphatauri
75,3,86346.52325581395,258,autódromo internacional do algarve,williams
75,210,86664.93023255814,258,autódromo internacional do algarve,haas f1 team
75,214,86904.53787878787,132,autódromo internacional do algarve,alpine f1 team
75,117,87384.33846153846,130,autódromo internacional do algarve,aston martin
76,211,137459.9801980198,101,autodromo internazionale del mugello,racing point
76,4,141281.18181818182,66,autodromo internazionale del mugello,renault
76,1,141771.828125,64,autodromo internazionale del mugello,mclaren
76,3,141791.3076923077,65,autodromo internazionale del mugello,williams
76,51,141849.625,64,autodromo internazionale del mugello,alfa romeo
76,131,141991.5254237288,118,autodromo internazionale del mugello,mercedes
76,9,142086.84745762713,59,autodromo internazionale del mugello,red bull
76,210,142088.578125,64,autodromo internazionale del mugello,haas f1 team
76,213,142318.91525423728,59,autodromo internazionale del mugello,alphatauri
76,6,142444.4745762712,118,autodromo internazionale del mugello,ferrari
77,215,99110.14285714286,98,jeddah corniche circuit,rb f1 team
77,15,99379.73469387754,98,jeddah corniche circuit,sauber
77,210,104306.96323529411,272,jeddah corniche circuit,haas f1 team
77,9,109516.67582417582,364,jeddah corniche circuit,red bull
77,6,112363.0975,400,jeddah corniche circuit,ferrari
77,131,112459.0625,400,jeddah corniche circuit,mercedes
77,1,113449.55064935065,385,jeddah corniche circuit,mclaren
77,3,113599.31561461794,301,jeddah corniche circuit,williams
77,214,116046.11676646706,334,jeddah corniche circuit,alpine f1 team
77,117,117243.50318471338,314,jeddah corniche circuit,aston martin
77,51,119725.75704225352,284,jeddah corniche circuit,alfa romeo
77,213,121414.17269076305,249,jeddah corniche circuit,alphatauri
78,51,92459.49557522124,226,losail international circuit,alfa romeo
78,213,92573.47767857143,224,losail international circuit,alphatauri
78,214,92674.0350877193,285,losail international circuit,alpine f1 team
78,9,92798.78637770898,323,losail international circuit,red bull
78,1,93157.71176470588,340,losail international circuit,mclaren
78,6,93172.89824561404,285,losail international circuit,ferrari
78,131,93180.68115942029,276,losail international circuit,mercedes
78,117,93560.21917808219,292,losail international circuit,aston martin
78,3,94314.03100775194,258,losail international circuit,williams
78,210,94378.44200626959,319,losail international circuit,haas f1 team
78,15,96546.04385964913,114,losail international circuit,sauber
78,215,96968.43859649122,114,losail international circuit,rb f1 team
79,9,95856.82456140351,342,miami international autodrome,red bull
79,51,95869.62146892655,177,miami international autodrome,alfa romeo
79,1,96048.97523219814,323,miami international autodrome,mclaren
79,6,96106.99122807017,342,miami international autodrome,ferrari
79,131,96258.92397660819,342,miami international autodrome,mercedes
79,215,96288.5350877193,114,miami international autodrome,rb f1 team
79,214,96487.6052631579,342,miami international autodrome,alpine f1 team
79,15,96509.5350877193,114,miami international autodrome,sauber
79,117,96548.00884955752,339,miami international autodrome,aston martin
79,210,96762.54252199414,341,miami international autodrome,haas f1 team
79,3,96926.22186495177,311,miami international autodrome,williams
79,213,97041.12962962964,216,miami international autodrome,alphatauri
80,215,100057.51,100,las vegas strip street circuit,rb f1 team
80,15,100376.84848484848,99,las vegas strip street circuit,sauber
80,1,102461.59210526316,152,las vegas strip street circuit,mclaren
80,131,102978.375,200,las vegas strip street circuit,mercedes
80,6,102988.045,200,las vegas strip street circuit,ferrari
80,9,103152.265,200,las vegas strip street circuit,red bull
80,117,103739.22,200,las vegas strip street circuit,aston martin
80,210,103992.06666666667,195,las vegas strip street circuit,haas f1 team
80,3,104708.68571428572,175,las vegas strip street circuit,williams
80,214,104966.55487804877,164,las vegas strip street circuit,alpine f1 team
80,51,108320.9,100,las vegas strip street circuit,alfa romeo
80,213,108497.34375,96,las vegas strip street circuit,alphatauri
