resultId,raceId,driverId,constructorId,number,grid,positionText,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapSpeed,status,fastestlaptime_ms
8181,363,162,42,32,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8182,363,88,49,35,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8183,363,161,48,39,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8184,364,102,1,1,1,1,1,9.0,45,4903302,\N,\N,\N,Finished,-100
8185,364,117,1,2,2,2,2,6.0,45,4921453,\N,\N,\N,Finished,-100
8186,364,95,6,27,3,3,3,4.0,45,4986556,\N,\N,\N,Finished,-100
8187,364,119,3,6,5,4,4,3.0,44,\N,\N,\N,\N,+1 Lap,-100
8188,364,137,32,11,8,5,5,2.0,44,\N,\N,\N,\N,+1 Lap,-100
8189,364,118,21,9,17,6,6,1.0,44,\N,\N,\N,\N,+1 Lap,-100
8190,364,110,35,22,21,7,7,0.0,44,\N,\N,\N,\N,+1 Lap,-100
8191,364,84,34,7,12,8,8,0.0,44,\N,\N,\N,\N,+1 Lap,-100
8192,364,94,18,23,13,9,9,0.0,44,\N,\N,\N,\N,+1 Lap,-100
8193,364,55,25,4,10,10,10,0.0,43,\N,\N,\N,\N,+2 Laps,-100
8194,364,163,27,25,23,11,11,0.0,42,\N,\N,\N,\N,+3 Laps,-100
8195,364,158,21,10,25,12,12,0.0,40,\N,\N,\N,\N,Fuel system,-100
8196,364,131,34,8,16,R,13,0.0,37,\N,\N,\N,\N,Engine,-100
8197,364,138,32,12,18,R,14,0.0,36,\N,\N,\N,\N,Spun off,-100
8198,364,122,37,16,22,R,15,0.0,32,\N,\N,\N,\N,Electrical,-100
8199,364,127,37,15,14,R,16,0.0,28,\N,\N,\N,\N,Gearbox,-100
8200,364,139,22,20,9,R,17,0.0,26,\N,\N,\N,\N,Spun off,-100
8201,364,112,33,30,15,R,18,0.0,20,\N,\N,\N,\N,Oil leak,-100
8202,364,156,25,3,19,R,19,0.0,16,\N,\N,\N,\N,Engine,-100
8203,364,77,6,28,4,R,20,0.0,13,\N,\N,\N,\N,Spun off,-100
8204,364,140,46,36,24,R,21,0.0,8,\N,\N,\N,\N,Overheating,-100
8205,364,145,22,19,7,R,22,0.0,6,\N,\N,\N,\N,Electrical,-100
8206,364,123,3,5,6,R,23,0.0,4,\N,\N,\N,\N,Collision,-100
8207,364,133,35,21,20,R,24,0.0,2,\N,\N,\N,\N,Engine,-100
8208,364,105,33,29,26,R,25,0.0,1,\N,\N,\N,\N,Electrical,-100
8209,364,129,27,26,11,R,26,0.0,0,\N,\N,\N,\N,Gearbox,-100
8210,364,159,18,24,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8211,364,92,46,37,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8212,364,157,48,38,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8213,364,161,48,39,0,D,30,0.0,0,\N,\N,\N,\N,Disqualified,-100
8214,364,114,39,41,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8215,364,78,45,17,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8216,364,99,39,40,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8217,364,160,45,18,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8218,364,90,42,31,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8219,364,162,42,32,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8220,364,148,44,33,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8221,364,88,49,35,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8222,365,95,6,27,12,1,1,9.0,77,6578650,\N,\N,\N,Finished,-100
8223,365,102,1,1,2,2,2,6.0,77,6604617,\N,\N,\N,Finished,-100
8224,365,123,3,5,4,3,3,4.0,77,6617004,\N,\N,\N,Finished,-100
8225,365,117,1,2,5,4,4,3.0,77,6622827,\N,\N,\N,Finished,-100
8226,365,158,21,10,16,5,5,2.0,77,6623756,\N,\N,\N,Finished,-100
8227,365,137,32,11,17,6,6,1.0,77,6650689,\N,\N,\N,Finished,-100
8228,365,133,35,21,3,7,7,0.0,77,6662875,\N,\N,\N,Finished,-100
8229,365,139,22,20,25,8,8,0.0,76,\N,\N,\N,\N,+1 Lap,-100
8230,365,55,25,4,11,9,9,0.0,76,\N,\N,\N,\N,+1 Lap,-100
8231,365,118,21,9,9,10,10,0.0,76,\N,\N,\N,\N,+1 Lap,-100
8232,365,131,34,8,8,11,11,0.0,76,\N,\N,\N,\N,+1 Lap,-100
8233,365,84,34,7,15,12,12,0.0,75,\N,\N,\N,\N,+2 Laps,-100
8234,365,156,25,3,19,13,13,0.0,73,\N,\N,\N,\N,+4 Laps,-100
8235,365,159,18,24,23,R,14,0.0,57,\N,\N,\N,\N,Collision,-100
8236,365,77,6,28,6,R,15,0.0,56,\N,\N,\N,\N,Gearbox,-100
8237,365,119,3,6,1,R,16,0.0,54,\N,\N,\N,\N,Radiator,-100
8238,365,140,46,36,24,R,17,0.0,48,\N,\N,\N,\N,Gearbox,-100
8239,365,145,22,19,7,R,18,0.0,46,\N,\N,\N,\N,Gearbox,-100
8240,365,92,46,37,21,R,19,0.0,38,\N,\N,\N,\N,Gearbox,-100
8241,365,138,32,12,20,R,20,0.0,33,\N,\N,\N,\N,Accident,-100
8242,365,127,37,15,13,R,21,0.0,27,\N,\N,\N,\N,Electrical,-100
8243,365,122,37,16,14,R,22,0.0,26,\N,\N,\N,\N,Wheel,-100
8244,365,105,33,29,26,R,23,0.0,26,\N,\N,\N,\N,Engine,-100
8245,365,160,45,18,22,R,24,0.0,20,\N,\N,\N,\N,Electrical,-100
8246,365,94,18,23,10,R,25,0.0,9,\N,\N,\N,\N,Wheel,-100
8247,365,110,35,22,18,R,26,0.0,0,\N,\N,\N,\N,Clutch,-100
8248,365,163,27,25,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8249,365,129,27,26,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8250,365,157,48,38,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8251,365,161,48,39,0,F,30,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8252,365,78,45,17,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8253,365,112,33,30,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8254,365,114,39,41,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8255,365,146,49,34,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8256,365,99,39,40,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8257,365,90,42,31,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8258,365,148,44,33,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8259,365,88,49,35,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8260,365,162,42,32,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8261,366,102,1,1,1,1,1,9.0,44,6054196,\N,\N,\N,Finished,-100
8262,366,117,1,2,2,2,2,6.0,44,6055500,\N,\N,\N,Finished,-100
8263,366,95,6,27,6,3,3,4.0,44,6056020,\N,\N,\N,Finished,-100
8264,366,123,3,5,4,4,4,3.0,44,6108604,\N,\N,\N,Finished,-100
8265,366,145,22,19,7,5,5,2.0,44,6123001,\N,\N,\N,Finished,-100
8266,366,118,21,9,10,6,6,1.0,44,6132512,\N,\N,\N,Finished,-100
8267,366,127,37,15,9,7,7,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8268,366,140,46,36,15,8,8,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8269,366,94,18,23,14,9,9,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8270,366,139,22,20,13,10,10,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8271,366,110,35,22,18,11,11,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8272,366,122,37,16,19,12,12,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8273,366,129,27,26,26,13,13,0.0,43,\N,\N,\N,\N,+1 Lap,-100
8274,366,156,25,3,21,14,14,0.0,42,\N,\N,\N,\N,+2 Laps,-100
8275,366,159,18,24,25,15,15,0.0,41,\N,\N,\N,\N,+3 Laps,-100
8276,366,112,33,30,11,16,16,0.0,39,\N,\N,\N,\N,Engine,-100
8277,366,158,21,10,24,R,17,0.0,38,\N,\N,\N,\N,Wheel,-100
8278,366,92,46,37,23,R,18,0.0,21,\N,\N,\N,\N,Spun off,-100
8279,366,119,3,6,5,R,19,0.0,20,\N,\N,\N,\N,Collision,-100
8280,366,105,33,29,22,R,20,0.0,19,\N,\N,\N,\N,Collision,-100
8281,366,133,35,21,12,R,21,0.0,13,\N,\N,\N,\N,Spun off,-100
8282,366,84,34,7,20,R,22,0.0,12,\N,\N,\N,\N,Brakes,-100
8283,366,77,6,28,3,R,23,0.0,9,\N,\N,\N,\N,Spun off,-100
8284,366,131,34,8,8,R,24,0.0,9,\N,\N,\N,\N,Handling,-100
8285,366,163,27,25,17,R,25,0.0,4,\N,\N,\N,\N,Collision,-100
8286,366,65,25,4,16,R,26,0.0,3,\N,\N,\N,\N,Spun off,-100
8287,366,138,32,12,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8288,366,137,32,11,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8289,366,157,48,38,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8290,366,162,48,39,0,F,30,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8291,366,78,45,17,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8292,366,160,45,18,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8293,366,90,42,31,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8294,366,99,39,40,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8295,366,146,49,34,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8296,366,88,49,35,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8297,366,114,39,41,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8298,366,148,44,33,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8299,366,134,42,32,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8300,367,117,1,2,4,1,1,9.0,53,4767550,\N,\N,\N,Finished,-100
8301,367,77,6,28,2,2,2,6.0,53,4774876,\N,\N,\N,Finished,-100
8302,367,123,3,5,6,3,3,4.0,53,4782525,\N,\N,\N,Finished,-100
8303,367,119,3,6,5,4,4,3.0,53,4806272,\N,\N,\N,Finished,-100
8304,367,55,25,4,10,5,5,2.0,52,\N,\N,\N,\N,+1 Lap,-100
8305,367,84,34,7,12,6,6,1.0,52,\N,\N,\N,\N,+1 Lap,-100
8306,367,94,18,23,15,7,7,0.0,52,\N,\N,\N,\N,+1 Lap,-100
8307,367,159,18,24,26,8,8,0.0,51,\N,\N,\N,\N,+2 Laps,-100
8308,367,163,27,25,23,9,9,0.0,51,\N,\N,\N,\N,+2 Laps,-100
8309,367,138,32,12,19,10,10,0.0,51,\N,\N,\N,\N,Suspension,-100
8310,367,133,35,21,20,11,11,0.0,47,\N,\N,\N,\N,Engine,-100
8311,367,110,35,22,17,R,12,0.0,45,\N,\N,\N,\N,Engine,-100
8312,367,102,1,1,1,R,13,0.0,44,\N,\N,\N,\N,Engine,-100
8313,367,95,6,27,3,R,14,0.0,41,\N,\N,\N,\N,Gearbox,-100
8314,367,92,46,37,22,R,15,0.0,38,\N,\N,\N,\N,Radiator,-100
8315,367,145,22,19,8,R,16,0.0,33,\N,\N,\N,\N,Brakes,-100
8316,367,122,37,16,18,R,17,0.0,30,\N,\N,\N,\N,Engine,-100
8317,367,129,27,26,21,R,18,0.0,30,\N,\N,\N,\N,Exhaust,-100
8318,367,137,32,11,11,R,19,0.0,23,\N,\N,\N,\N,Spun off,-100
8319,367,156,25,3,14,R,20,0.0,18,\N,\N,\N,\N,Engine,-100
8320,367,118,21,9,16,R,21,0.0,18,\N,\N,\N,\N,Fuel system,-100
8321,367,78,45,17,24,R,22,0.0,16,\N,\N,\N,\N,Gearbox,-100
8322,367,105,33,29,13,R,23,0.0,14,\N,\N,\N,\N,Electrical,-100
8323,367,127,37,15,25,R,24,0.0,14,\N,\N,\N,\N,Throttle,-100
8324,367,112,33,30,7,R,25,0.0,1,\N,\N,\N,\N,Spun off,-100
8325,367,139,22,20,9,R,26,0.0,0,\N,\N,\N,\N,Transmission,-100
8326,367,131,34,8,0,D,27,0.0,0,\N,\N,\N,\N,Disqualified,-100
8327,367,158,21,10,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8328,367,157,48,38,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8329,367,162,48,39,0,F,30,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8330,367,140,46,36,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8331,367,99,39,40,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8332,367,90,42,31,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8333,367,160,45,18,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8334,367,146,49,34,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8335,367,88,49,35,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8336,367,165,44,33,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8337,367,114,39,41,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8338,367,134,42,32,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8339,368,77,6,28,2,1,1,9.0,71,5808546,\N,\N,\N,Finished,-100
8340,368,117,1,2,4,2,2,6.0,71,5841183,\N,\N,\N,Finished,-100
8341,368,140,46,36,12,3,3,4.0,71,5863871,\N,\N,\N,Finished,-100
8342,368,145,22,19,13,4,4,3.0,71,5890915,\N,\N,\N,Finished,-100
8343,368,94,18,23,5,5,5,2.0,70,\N,\N,\N,\N,+1 Lap,-100
8344,368,156,25,3,18,6,6,1.0,70,\N,\N,\N,\N,+1 Lap,-100
8345,368,138,32,12,25,7,7,0.0,70,\N,\N,\N,\N,+1 Lap,-100
8346,368,84,34,7,10,8,8,0.0,70,\N,\N,\N,\N,+1 Lap,-100
8347,368,112,33,30,17,9,9,0.0,70,\N,\N,\N,\N,+1 Lap,-100
8348,368,127,37,15,14,10,10,0.0,69,\N,\N,\N,\N,+2 Laps,-100
8349,368,105,33,29,21,11,11,0.0,69,\N,\N,\N,\N,+2 Laps,-100
8350,368,159,18,24,9,12,12,0.0,69,\N,\N,\N,\N,+2 Laps,-100
8351,368,163,27,25,23,13,13,0.0,69,\N,\N,\N,\N,+2 Laps,-100
8352,368,131,34,8,11,14,14,0.0,69,\N,\N,\N,\N,+2 Laps,-100
8353,368,119,3,6,6,R,15,0.0,60,\N,\N,\N,\N,Overheating,-100
8354,368,123,3,5,8,R,16,0.0,60,\N,\N,\N,\N,Overheating,-100
8355,368,102,1,1,1,R,17,0.0,48,\N,\N,\N,\N,Collision,-100
8356,368,95,6,27,3,D,18,0.0,48,\N,\N,\N,\N,Disqualified,-100
8357,368,118,21,9,22,R,19,0.0,37,\N,\N,\N,\N,Accident,-100
8358,368,137,32,11,20,R,20,0.0,33,\N,\N,\N,\N,Collision,-100
8359,368,133,35,21,7,R,21,0.0,33,\N,\N,\N,\N,Collision,-100
8360,368,139,22,20,16,R,22,0.0,29,\N,\N,\N,\N,Suspension,-100
8361,368,122,37,16,24,R,23,0.0,25,\N,\N,\N,\N,Engine,-100
8362,368,158,21,10,26,R,24,0.0,24,\N,\N,\N,\N,Spun off,-100
8363,368,110,35,22,19,R,25,0.0,17,\N,\N,\N,\N,Electrical,-100
8364,368,90,42,31,15,R,26,0.0,11,\N,\N,\N,\N,Electrical,-100
8365,368,65,25,4,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8366,368,129,27,26,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8367,368,162,48,39,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8368,368,157,48,38,0,F,30,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8369,368,114,39,41,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8370,368,109,46,37,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8371,368,160,45,18,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8372,368,165,44,33,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8373,368,99,39,40,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8374,368,78,45,17,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8375,368,88,49,35,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8376,368,146,49,34,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8377,368,134,42,32,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8378,369,102,1,1,1,1,1,9.0,73,6468264,\N,\N,\N,Finished,-100
8379,369,77,6,28,2,2,2,6.0,73,6495315,\N,\N,\N,Finished,-100
8380,369,117,1,2,3,3,3,4.0,73,6522052,\N,\N,\N,Finished,-100
8381,369,55,25,4,9,4,4,3.0,72,\N,\N,\N,\N,+1 Lap,-100
8382,369,119,3,6,6,5,5,2.0,72,\N,\N,\N,\N,+1 Lap,-100
8383,369,112,33,30,5,6,6,1.0,72,\N,\N,\N,\N,+1 Lap,-100
8384,369,110,35,22,15,7,7,0.0,72,\N,\N,\N,\N,+1 Lap,-100
8385,369,137,32,11,7,8,8,0.0,71,\N,\N,\N,\N,+2 Laps,-100
8386,369,118,21,9,16,9,9,0.0,71,\N,\N,\N,\N,+2 Laps,-100
8387,369,156,25,3,13,10,10,0.0,71,\N,\N,\N,\N,+2 Laps,-100
8388,369,158,21,10,22,R,11,0.0,61,\N,\N,\N,\N,Engine,-100
8389,369,139,22,20,10,R,12,0.0,59,\N,\N,\N,\N,Spun off,-100
8390,369,133,35,21,23,R,13,0.0,55,\N,\N,\N,\N,Engine,-100
8391,369,84,34,7,8,R,14,0.0,51,\N,\N,\N,\N,Spun off,-100
8392,369,127,37,15,26,R,15,0.0,47,\N,\N,\N,\N,Collision,-100
8393,369,159,18,24,20,R,16,0.0,47,\N,\N,\N,\N,Spun off,-100
8394,369,123,3,5,21,R,17,0.0,40,\N,\N,\N,\N,Fuel pump,-100
8395,369,129,27,26,24,R,18,0.0,34,\N,\N,\N,\N,Engine,-100
8396,369,94,18,23,4,R,19,0.0,27,\N,\N,\N,\N,Spun off,-100
8397,369,122,37,16,19,R,20,0.0,23,\N,\N,\N,\N,Transmission,-100
8398,369,109,46,37,17,R,21,0.0,20,\N,\N,\N,\N,Gearbox,-100
8399,369,160,45,18,25,R,22,0.0,17,\N,\N,\N,\N,Gearbox,-100
8400,369,145,22,19,14,R,23,0.0,14,\N,\N,\N,\N,Spun off,-100
8401,369,131,34,8,12,R,24,0.0,11,\N,\N,\N,\N,Electrical,-100
8402,369,78,45,17,11,R,25,0.0,6,\N,\N,\N,\N,Suspension,-100
8403,369,138,32,12,18,R,26,0.0,0,\N,\N,\N,\N,Collision,-100
8404,369,163,27,25,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8405,369,162,48,39,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8406,369,148,48,38,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8407,369,99,39,40,0,F,30,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8408,369,140,46,36,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8409,369,90,42,31,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8410,369,105,33,29,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8411,369,88,49,35,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8412,369,114,39,41,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8413,369,146,49,34,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8414,369,165,44,33,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8415,369,134,42,32,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8416,370,145,22,19,6,1,1,9.0,53,5706277,\N,\N,\N,Finished,-100
8417,370,119,3,6,5,2,2,6.0,53,5718181,\N,\N,\N,Finished,-100
8418,370,123,3,5,7,3,3,4.0,53,5719723,\N,\N,\N,Finished,-100
8419,370,137,32,11,11,4,4,3.0,53,5810502,\N,\N,\N,Finished,-100
8420,370,84,34,7,13,5,5,2.0,52,\N,\N,\N,\N,+1 Lap,-100
8421,370,118,21,9,25,6,6,1.0,52,\N,\N,\N,\N,+1 Lap,-100
8422,370,127,37,15,20,7,7,0.0,52,\N,\N,\N,\N,+1 Lap,-100
8423,370,158,21,10,24,8,8,0.0,52,\N,\N,\N,\N,+1 Lap,-100
8424,370,133,35,21,15,9,9,0.0,52,\N,\N,\N,\N,+1 Lap,-100
8425,370,110,35,22,16,10,10,0.0,51,\N,\N,\N,\N,+2 Laps,-100
8426,370,102,1,1,1,D,11,0.0,53,\N,\N,\N,\N,Disqualified,-100
8427,370,117,1,2,2,R,12,0.0,46,\N,\N,\N,\N,Collision,-100
8428,370,131,34,8,9,R,13,0.0,46,\N,\N,\N,\N,Engine,-100
8429,370,95,6,27,4,R,14,0.0,43,\N,\N,\N,\N,Engine,-100
8430,370,138,32,12,12,R,15,0.0,41,\N,\N,\N,\N,Engine,-100
8431,370,55,25,4,18,R,16,0.0,37,\N,\N,\N,\N,Gearbox,-100
8432,370,112,33,30,8,R,17,0.0,36,\N,\N,\N,\N,Engine,-100
8433,370,77,6,28,3,R,18,0.0,34,\N,\N,\N,\N,Gearbox,-100
8434,370,139,22,20,22,R,19,0.0,33,\N,\N,\N,\N,Collision,-100
8435,370,129,27,26,23,R,20,0.0,31,\N,\N,\N,\N,Engine,-100
8436,370,122,37,16,17,R,21,0.0,27,\N,\N,\N,\N,Suspension,-100
8437,370,78,45,17,10,R,22,0.0,21,\N,\N,\N,\N,Brakes,-100
8438,370,156,25,3,26,R,23,0.0,20,\N,\N,\N,\N,Fuel leak,-100
8439,370,146,49,34,21,R,24,0.0,1,\N,\N,\N,\N,Gearbox,-100
8440,370,159,18,24,14,R,25,0.0,0,\N,\N,\N,\N,Collision,-100
8441,370,147,18,23,19,R,26,0.0,0,\N,\N,\N,\N,Clutch,-100
8442,370,163,27,25,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8443,370,105,33,29,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8444,370,162,48,38,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8445,370,92,48,39,0,F,30,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8446,370,160,45,18,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8447,370,90,42,31,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8448,370,140,46,36,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8449,370,88,49,35,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8450,370,165,44,33,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8451,370,109,46,37,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8452,370,99,39,40,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8453,370,114,39,41,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8454,370,134,42,32,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8455,371,123,3,5,5,1,1,9.0,70,7217421,\N,\N,\N,Finished,-100
8456,371,145,22,19,4,2,2,6.0,70,7246079,\N,\N,\N,Finished,-100
8457,371,119,3,6,6,3,3,4.0,70,7255104,\N,\N,\N,Finished,-100
8458,371,138,32,12,23,4,4,3.0,70,7259752,\N,\N,\N,Finished,-100
8459,371,139,22,20,13,5,5,2.0,68,\N,\N,\N,\N,+2 Laps,-100
8460,371,94,18,23,3,6,6,1.0,67,\N,\N,\N,\N,+3 Laps,-100
8461,371,127,37,15,25,7,7,0.0,66,\N,\N,\N,\N,+4 Laps,-100
8462,371,131,34,8,8,8,8,0.0,64,\N,\N,\N,\N,+6 Laps,-100
8463,371,158,21,10,22,R,9,0.0,42,\N,\N,\N,\N,Spun off,-100
8464,371,109,46,37,17,R,10,0.0,27,\N,\N,\N,\N,Electrical,-100
8465,371,129,27,26,24,R,11,0.0,22,\N,\N,\N,\N,Spun off,-100
8466,371,137,32,11,18,R,12,0.0,19,\N,\N,\N,\N,Collision,-100
8467,371,160,45,18,21,R,13,0.0,18,\N,\N,\N,\N,Collision,-100
8468,371,95,6,27,7,R,14,0.0,17,\N,\N,\N,\N,Spun off,-100
8469,371,102,1,1,1,R,15,0.0,13,\N,\N,\N,\N,Collision,-100
8470,371,133,35,21,10,R,16,0.0,13,\N,\N,\N,\N,Spun off,-100
8471,371,122,37,16,16,R,17,0.0,13,\N,\N,\N,\N,Radiator,-100
8472,371,110,35,22,9,R,18,0.0,12,\N,\N,\N,\N,Spun off,-100
8473,371,84,34,7,12,R,19,0.0,12,\N,\N,\N,\N,Collision,-100
8474,371,118,21,9,20,R,20,0.0,7,\N,\N,\N,\N,Spun off,-100
8475,371,112,33,30,19,R,21,0.0,6,\N,\N,\N,\N,Collision,-100
8476,371,77,6,28,14,R,22,0.0,6,\N,\N,\N,\N,Collision,-100
8477,371,55,25,4,15,R,23,0.0,5,\N,\N,\N,\N,Electrical,-100
8478,371,163,27,25,26,R,24,0.0,4,\N,\N,\N,\N,Collision,-100
8479,371,117,1,2,2,R,25,0.0,0,\N,\N,\N,\N,Withdrew,-100
8480,371,78,45,17,11,R,26,0.0,0,\N,\N,\N,\N,Electrical,-100
8481,371,156,25,3,0,F,27,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8482,371,159,18,24,0,F,28,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8483,371,92,48,39,0,F,29,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8484,371,162,48,38,0,F,30,0.0,0,\N,\N,\N,\N,Did not qualify,-100
8485,371,140,46,36,0,F,31,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8486,371,105,33,29,0,F,32,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8487,371,146,49,34,0,F,33,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8488,371,90,42,31,0,F,34,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8489,371,165,44,33,0,F,35,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8490,371,88,49,35,0,F,36,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8491,371,114,39,41,0,F,37,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8492,371,99,39,40,0,F,38,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8493,371,134,42,32,0,F,39,0.0,0,\N,\N,\N,\N,Did not prequalify,-100
8494,372,117,1,11,3,1,1,9.0,60,5766857,\N,\N,\N,Finished,-100
8495,372,77,6,28,4,2,2,6.0,60,5776730,\N,\N,\N,Finished,-100
